file_path,type,maintainability_index,maintainability_grade,pylint_output
output_files/snippet_42_original_code.py,original_code,57.87453666313327,A,0.83/10
output_files/snippet_42_refactored_output.py,refactored_output,57.87453666313327,A,1.67/10
output_files/snippet_43_original_code.py,original_code,,"invalid syntax (<unknown>, line 18)",No rating found
output_files/snippet_43_refactored_output.py,refactored_output,53.74142299412406,A,8.82/10
output_files/snippet_44_original_code.py,original_code,66.717734318746,A,7.00/10
output_files/snippet_44_refactored_output.py,refactored_output,67.14987261629868,A,8.00/10
output_files/snippet_45_original_code.py,original_code,65.04329898014784,A,7.69/10
output_files/snippet_45_refactored_output.py,refactored_output,66.06547856107173,A,5.71/10
output_files/snippet_46_original_code.py,original_code,61.481352035941356,A,4.00/10
output_files/snippet_46_refactored_output.py,refactored_output,60.231009826799,A,7.06/10
output_files/snippet_47_original_code.py,original_code,62.27038864128078,A,0.00/10
output_files/snippet_47_refactored_output.py,refactored_output,62.27038864128078,A,7.78/10
output_files/snippet_48_original_code.py,original_code,100.0,A,5.71/10
output_files/snippet_48_refactored_output.py,refactored_output,100.0,A,7.14/10
output_files/snippet_49_original_code.py,original_code,59.548978986321096,A,2.67/10
output_files/snippet_49_refactored_output.py,refactored_output,60.27421744570129,A,7.86/10
output_files/snippet_50_original_code.py,original_code,49.847575726115615,A,5.36/10
output_files/snippet_50_refactored_output.py,refactored_output,49.847575726115615,A,9.29/10
output_files/snippet_51_original_code.py,original_code,57.68996560439675,A,7.37/10
output_files/snippet_51_refactored_output.py,refactored_output,57.68996560439675,A,7.89/10
output_files/snippet_52_original_code.py,original_code,78.01508585192973,A,3.33/10
output_files/snippet_52_refactored_output.py,refactored_output,72.44064369438814,A,7.50/10
output_files/snippet_53_original_code.py,original_code,53.1993498757926,A,0.00/10
output_files/snippet_53_refactored_output.py,refactored_output,53.1993498757926,A,9.09/10
output_files/snippet_54_original_code.py,original_code,73.15124981438153,A,4.29/10
output_files/snippet_54_refactored_output.py,refactored_output,73.15124981438153,A,7.14/10
output_files/snippet_55_original_code.py,original_code,66.31425670180303,A,2.00/10
output_files/snippet_55_refactored_output.py,refactored_output,63.37594685471404,A,7.14/10
output_files/snippet_56_original_code.py,original_code,58.302122338724466,A,4.38/10
output_files/snippet_56_refactored_output.py,refactored_output,58.302122338724466,A,8.75/10
output_files/snippet_57_original_code.py,original_code,63.8267050295419,A,1.11/10
output_files/snippet_57_refactored_output.py,refactored_output,87.21527227173385,A,3.33/10
output_files/snippet_58_original_code.py,original_code,53.63324176424189,A,2.63/10
output_files/snippet_58_refactored_output.py,refactored_output,53.14730529109667,A,9.00/10
output_files/snippet_59_original_code.py,original_code,62.287958699652,A,6.67/10
output_files/snippet_59_refactored_output.py,refactored_output,62.287958699652,A,8.33/10
output_files/snippet_60_original_code.py,original_code,56.92738980571363,A,6.50/10
output_files/snippet_60_refactored_output.py,refactored_output,56.48878833617551,A,7.00/10
output_files/snippet_61_original_code.py,original_code,69.92387197615066,A,3.33/10
output_files/snippet_61_refactored_output.py,refactored_output,66.76831553911026,A,6.67/10
output_files/snippet_62_original_code.py,original_code,56.13175842021295,A,7.33/10
output_files/snippet_62_refactored_output.py,refactored_output,56.13175842021295,A,7.33/10
output_files/snippet_63_original_code.py,original_code,63.51217613015152,A,6.00/10
output_files/snippet_63_refactored_output.py,refactored_output,62.60923758463685,A,8.18/10
output_files/snippet_64_original_code.py,original_code,100.0,A,2.50/10
output_files/snippet_64_refactored_output.py,refactored_output,100.0,A,5.00/10
output_files/snippet_65_original_code.py,original_code,67.47248184725733,A,0.00/10
output_files/snippet_65_refactored_output.py,refactored_output,67.47248184725733,A,0.00/10
output_files/snippet_66_original_code.py,original_code,59.76317148707923,A,2.50/10
output_files/snippet_66_refactored_output.py,refactored_output,59.00487215122467,A,8.46/10
output_files/snippet_67_original_code.py,original_code,47.603352899114434,A,6.55/10
output_files/snippet_67_refactored_output.py,refactored_output,47.603352899114434,A,9.31/10
output_files/snippet_68_original_code.py,original_code,58.8431136557536,A,6.15/10
output_files/snippet_68_refactored_output.py,refactored_output,59.545189181420426,A,5.83/10
output_files/snippet_69_original_code.py,original_code,71.3409506322362,A,4.29/10
output_files/snippet_69_refactored_output.py,refactored_output,69.41819491814576,A,5.71/10
output_files/snippet_70_original_code.py,original_code,63.85243963813288,A,6.36/10
output_files/snippet_70_refactored_output.py,refactored_output,63.087737618604514,A,8.18/10
output_files/snippet_71_original_code.py,original_code,57.9564447600552,A,5.38/10
output_files/snippet_71_refactored_output.py,refactored_output,57.9564447600552,A,6.15/10
output_files/snippet_72_original_code.py,original_code,55.972061203844284,A,5.65/10
output_files/snippet_72_refactored_output.py,refactored_output,57.29612171055631,A,8.50/10
output_files/snippet_73_original_code.py,original_code,59.81419502937366,A,5.83/10
output_files/snippet_73_refactored_output.py,refactored_output,50.398720347848666,A,8.00/10
output_files/snippet_74_original_code.py,original_code,62.37400156906476,A,1.82/10
output_files/snippet_74_refactored_output.py,refactored_output,62.37400156906476,A,3.64/10
output_files/snippet_75_original_code.py,original_code,50.59529774465372,A,8.52/10
output_files/snippet_75_refactored_output.py,refactored_output,50.59529774465372,A,8.89/10
output_files/snippet_76_original_code.py,original_code,65.74537450581467,A,3.33/10
output_files/snippet_76_refactored_output.py,refactored_output,64.38968230290303,A,8.46/10
output_files/snippet_77_original_code.py,original_code,66.9244833780622,A,2.73/10
output_files/snippet_77_refactored_output.py,refactored_output,69.94141346234306,A,7.50/10
output_files/snippet_78_original_code.py,original_code,56.179806667099314,A,7.50/10
output_files/snippet_78_refactored_output.py,refactored_output,56.179806667099314,A,8.12/10
output_files/snippet_79_original_code.py,original_code,68.90953500996966,A,5.71/10
output_files/snippet_79_refactored_output.py,refactored_output,67.31561689475312,A,7.78/10
output_files/snippet_80_original_code.py,original_code,54.65952543022868,A,8.12/10
output_files/snippet_80_refactored_output.py,refactored_output,53.71136634916254,A,8.33/10
output_files/snippet_81_original_code.py,original_code,62.78238527312659,A,3.12/10
output_files/snippet_81_refactored_output.py,refactored_output,61.77305967268843,A,6.88/10
output_files/snippet_82_original_code.py,original_code,67.7759613279081,A,4.55/10
output_files/snippet_82_refactored_output.py,refactored_output,65.3929639411887,A,5.71/10
output_files/snippet_83_original_code.py,original_code,63.45075978429688,A,6.00/10
output_files/snippet_83_refactored_output.py,refactored_output,64.20764547782572,A,7.27/10
output_files/snippet_84_original_code.py,original_code,55.44477676817685,A,7.78/10
output_files/snippet_84_refactored_output.py,refactored_output,54.789734202360755,A,8.89/10
output_files/snippet_85_original_code.py,original_code,66.82595833087603,A,2.78/10
output_files/snippet_85_refactored_output.py,refactored_output,66.82595833087603,A,6.11/10
output_files/snippet_86_original_code.py,original_code,63.73424510462937,A,5.56/10
output_files/snippet_86_refactored_output.py,refactored_output,63.73424510462937,A,7.78/10
output_files/snippet_87_original_code.py,original_code,58.67846908146538,A,7.69/10
output_files/snippet_87_refactored_output.py,refactored_output,58.67846908146538,A,8.46/10
output_files/snippet_88_original_code.py,original_code,74.66308527157166,A,0.00/10
output_files/snippet_88_refactored_output.py,refactored_output,74.46125971657607,A,6.00/10
output_files/snippet_89_original_code.py,original_code,75.15517382051522,A,5.00/10
output_files/snippet_89_refactored_output.py,refactored_output,81.85633424453339,A,2.50/10
output_files/snippet_90_original_code.py,original_code,57.502263289727104,A,6.15/10
output_files/snippet_90_refactored_output.py,refactored_output,58.561980844733675,A,7.50/10
output_files/snippet_91_original_code.py,original_code,62.729646445192174,A,0.00/10
output_files/snippet_91_refactored_output.py,refactored_output,61.250367651112384,A,0.00/10
output_files/snippet_92_original_code.py,original_code,55.65676214324885,A,5.56/10
output_files/snippet_92_refactored_output.py,refactored_output,53.683965042640494,A,9.09/10
output_files/snippet_93_original_code.py,original_code,71.83346280890788,A,1.33/10
output_files/snippet_93_refactored_output.py,refactored_output,69.7026971831406,A,6.67/10
output_files/snippet_94_original_code.py,original_code,57.06481345047821,A,0.00/10
output_files/snippet_94_refactored_output.py,refactored_output,56.409072917596276,A,7.60/10
output_files/snippet_95_original_code.py,original_code,66.57278941459528,A,5.00/10
output_files/snippet_95_refactored_output.py,refactored_output,67.8378236605118,A,7.14/10
output_files/snippet_96_original_code.py,original_code,54.508653870522735,A,7.14/10
output_files/snippet_96_refactored_output.py,refactored_output,54.508653870522735,A,8.57/10
output_files/snippet_97_original_code.py,original_code,63.34561057181214,A,3.85/10
output_files/snippet_97_refactored_output.py,refactored_output,63.34561057181214,A,4.62/10
output_files/snippet_98_original_code.py,original_code,63.983067178707365,A,5.00/10
output_files/snippet_98_refactored_output.py,refactored_output,60.200532622094805,A,5.50/10
output_files/snippet_99_original_code.py,original_code,60.894666691021534,A,6.15/10
output_files/snippet_99_refactored_output.py,refactored_output,61.535709929197374,A,6.92/10
output_files/snippet_100_original_code.py,original_code,66.03477771868883,A,1.25/10
output_files/snippet_100_refactored_output.py,refactored_output,66.03477771868883,A,5.00/10
output_files/snippet_101_original_code.py,original_code,68.10781939764259,A,4.29/10
output_files/snippet_101_refactored_output.py,refactored_output,67.66710346004886,A,8.18/10
output_files/snippet_102_original_code.py,original_code,62.44163129567079,A,5.20/10
output_files/snippet_102_refactored_output.py,refactored_output,57.84315139451995,A,8.28/10
output_files/snippet_103_original_code.py,original_code,78.2610438027938,A,0.00/10
output_files/snippet_103_refactored_output.py,refactored_output,74.41979541019013,A,6.67/10
output_files/snippet_104_original_code.py,original_code,58.867859392301185,A,7.50/10
output_files/snippet_104_refactored_output.py,refactored_output,55.94897416531248,A,7.31/10
output_files/snippet_105_original_code.py,original_code,57.24556347669335,A,3.89/10
output_files/snippet_105_refactored_output.py,refactored_output,57.24556347669335,A,4.44/10
output_files/snippet_106_original_code.py,original_code,67.24598149885149,A,4.78/10
output_files/snippet_106_refactored_output.py,refactored_output,67.24598149885149,A,7.83/10
output_files/snippet_107_original_code.py,original_code,60.8386675194547,A,6.67/10
output_files/snippet_107_refactored_output.py,refactored_output,59.82374117885316,A,6.25/10
output_files/snippet_108_original_code.py,original_code,59.71323634282966,A,5.00/10
output_files/snippet_108_refactored_output.py,refactored_output,55.61336373684282,A,7.81/10
output_files/snippet_109_original_code.py,original_code,58.45242642879525,A,4.67/10
output_files/snippet_109_refactored_output.py,refactored_output,56.417071333889886,A,6.32/10
output_files/snippet_110_original_code.py,original_code,68.10311388233943,A,3.33/10
output_files/snippet_110_refactored_output.py,refactored_output,65.79120950668202,A,6.25/10
output_files/snippet_111_original_code.py,original_code,62.172244305023604,A,2.73/10
output_files/snippet_111_refactored_output.py,refactored_output,62.249554483567664,A,5.00/10
output_files/snippet_112_original_code.py,original_code,58.99995097854609,A,5.56/10
output_files/snippet_112_refactored_output.py,refactored_output,58.37951158142427,A,5.26/10
output_files/snippet_113_original_code.py,original_code,73.81295142369748,A,2.50/10
output_files/snippet_113_refactored_output.py,refactored_output,75.54020827753493,A,8.00/10
output_files/snippet_114_original_code.py,original_code,60.14173849589999,A,6.36/10
output_files/snippet_114_refactored_output.py,refactored_output,60.14173849589999,A,7.27/10
output_files/snippet_115_original_code.py,original_code,69.84077886840417,A,1.11/10
output_files/snippet_115_refactored_output.py,refactored_output,66.71186098903641,A,5.83/10
output_files/snippet_116_original_code.py,original_code,67.1114785748749,A,4.35/10
output_files/snippet_116_refactored_output.py,refactored_output,66.70828222774945,A,7.50/10
output_files/snippet_117_original_code.py,original_code,65.90466620948642,A,5.00/10
output_files/snippet_117_refactored_output.py,refactored_output,65.90466620948642,A,8.00/10
output_files/snippet_118_original_code.py,original_code,69.62959011900608,A,3.33/10
output_files/snippet_118_refactored_output.py,refactored_output,69.62959011900608,A,5.00/10
output_files/snippet_119_original_code.py,original_code,71.74455393250764,A,2.00/10
output_files/snippet_119_refactored_output.py,refactored_output,71.74455393250764,A,6.00/10
output_files/snippet_120_original_code.py,original_code,76.55471099040834,A,0.00/10
output_files/snippet_120_refactored_output.py,refactored_output,70.32665215562193,A,7.00/10
output_files/snippet_121_original_code.py,original_code,70.61280302605039,A,0.00/10
output_files/snippet_121_refactored_output.py,refactored_output,70.61280302605039,A,5.00/10
output_files/snippet_122_original_code.py,original_code,69.67188589606974,A,5.56/10
output_files/snippet_122_refactored_output.py,refactored_output,69.67188589606974,A,7.78/10
output_files/snippet_123_original_code.py,original_code,62.25737105652842,A,5.29/10
output_files/snippet_123_refactored_output.py,refactored_output,61.283731996281475,A,7.22/10
output_files/snippet_124_original_code.py,original_code,66.62588590591095,A,5.56/10
output_files/snippet_124_refactored_output.py,refactored_output,66.62588590591095,A,7.78/10
output_files/snippet_125_original_code.py,original_code,48.773036256363866,A,5.83/10
output_files/snippet_125_refactored_output.py,refactored_output,46.77201683710337,A,7.00/10
output_files/snippet_126_original_code.py,original_code,54.845291918130336,A,5.56/10
output_files/snippet_126_refactored_output.py,refactored_output,54.845291918130336,A,7.41/10
output_files/snippet_127_original_code.py,original_code,63.357214476109085,A,5.83/10
output_files/snippet_127_refactored_output.py,refactored_output,63.357214476109085,A,8.33/10
output_files/snippet_128_original_code.py,original_code,67.55322118790568,A,1.43/10
output_files/snippet_128_refactored_output.py,refactored_output,67.55322118790568,A,7.14/10
output_files/snippet_129_original_code.py,original_code,51.78023680237992,A,4.00/10
output_files/snippet_129_refactored_output.py,refactored_output,51.40867215145409,A,8.46/10
output_files/snippet_130_original_code.py,original_code,56.58569305834301,A,6.50/10
output_files/snippet_130_refactored_output.py,refactored_output,56.58569305834301,A,7.50/10
output_files/snippet_131_original_code.py,original_code,61.126181308505366,A,4.00/10
output_files/snippet_131_refactored_output.py,refactored_output,61.126181308505366,A,5.00/10
output_files/snippet_132_original_code.py,original_code,61.894598958914486,A,5.62/10
output_files/snippet_132_refactored_output.py,refactored_output,60.52092717263324,A,5.50/10
output_files/snippet_133_original_code.py,original_code,63.969177859820455,A,0.00/10
output_files/snippet_133_refactored_output.py,refactored_output,62.40701388472983,A,8.33/10
output_files/snippet_134_original_code.py,original_code,62.57445385243799,A,7.00/10
output_files/snippet_134_refactored_output.py,refactored_output,62.55792639963718,A,8.00/10
output_files/snippet_135_original_code.py,original_code,79.7423427057672,A,0.00/10
output_files/snippet_135_refactored_output.py,refactored_output,79.7423427057672,A,6.00/10
output_files/snippet_136_original_code.py,original_code,70.67438557926586,A,3.33/10
output_files/snippet_136_refactored_output.py,refactored_output,70.67438557926586,A,6.67/10
output_files/snippet_137_original_code.py,original_code,59.432901313939276,A,7.24/10
output_files/snippet_137_refactored_output.py,refactored_output,59.765345396361845,A,7.86/10
output_files/snippet_138_original_code.py,original_code,65.29959756728077,A,7.00/10
output_files/snippet_138_refactored_output.py,refactored_output,63.9739167844919,A,8.00/10
output_files/snippet_139_original_code.py,original_code,58.69614930266068,A,8.00/10
output_files/snippet_139_refactored_output.py,refactored_output,58.02363468277763,A,8.50/10
output_files/snippet_140_original_code.py,original_code,68.6972229335356,A,5.00/10
output_files/snippet_140_refactored_output.py,refactored_output,68.6972229335356,A,7.50/10
output_files/snippet_141_original_code.py,original_code,63.105750114348254,A,3.75/10
output_files/snippet_141_refactored_output.py,refactored_output,56.76059569466604,A,4.00/10
output_files/snippet_142_original_code.py,original_code,75.05291984949541,A,5.19/10
output_files/snippet_142_refactored_output.py,refactored_output,73.82414055091891,A,7.93/10
output_files/snippet_143_original_code.py,original_code,68.75825154615833,A,2.22/10
output_files/snippet_143_refactored_output.py,refactored_output,62.24088451043234,A,7.22/10
output_files/snippet_144_original_code.py,original_code,69.7026971831406,A,3.89/10
output_files/snippet_144_refactored_output.py,refactored_output,69.7026971831406,A,7.22/10
output_files/snippet_145_original_code.py,original_code,61.151547385678306,A,7.06/10
output_files/snippet_145_refactored_output.py,refactored_output,61.72588590814979,A,7.50/10
output_files/snippet_146_original_code.py,original_code,65.05055222047018,A,1.88/10
output_files/snippet_146_refactored_output.py,refactored_output,58.46672185219418,A,7.14/10
output_files/snippet_147_original_code.py,original_code,55.79673250030319,A,4.58/10
output_files/snippet_147_refactored_output.py,refactored_output,53.98482537362683,A,7.93/10
output_files/snippet_148_original_code.py,original_code,52.927032197030584,A,4.80/10
output_files/snippet_148_refactored_output.py,refactored_output,52.927032197030584,A,7.20/10
output_files/snippet_149_original_code.py,original_code,58.30034175333666,A,7.33/10
output_files/snippet_149_refactored_output.py,refactored_output,63.66553245971593,A,7.00/10
output_files/snippet_150_original_code.py,original_code,100.0,A,0.00/10
output_files/snippet_150_refactored_output.py,refactored_output,80.78311769566889,A,6.00/10
output_files/snippet_151_original_code.py,original_code,68.75825154615833,A,0.00/10
output_files/snippet_151_refactored_output.py,refactored_output,69.21105078240375,A,4.44/10
output_files/snippet_152_original_code.py,original_code,65.37847236293541,A,6.25/10
output_files/snippet_152_refactored_output.py,refactored_output,65.37847236293541,A,7.50/10
output_files/snippet_153_original_code.py,original_code,62.441250152976835,A,4.00/10
output_files/snippet_153_refactored_output.py,refactored_output,62.441250152976835,A,6.00/10
output_files/snippet_154_original_code.py,original_code,59.04901482206452,A,3.75/10
output_files/snippet_154_refactored_output.py,refactored_output,59.04901482206452,A,5.62/10
output_files/snippet_155_original_code.py,original_code,65.65499489944486,A,2.14/10
output_files/snippet_155_refactored_output.py,refactored_output,66.35707042511169,A,6.92/10
output_files/snippet_156_original_code.py,original_code,61.31749732423442,A,0.00/10
output_files/snippet_156_refactored_output.py,refactored_output,62.297109292181034,A,0.00/10
output_files/snippet_157_original_code.py,original_code,56.24241405545669,A,7.00/10
output_files/snippet_157_refactored_output.py,refactored_output,56.24241405545669,A,7.50/10
output_files/snippet_158_original_code.py,original_code,54.21894062775925,A,5.26/10
output_files/snippet_158_refactored_output.py,refactored_output,54.21894062775925,A,8.95/10
output_files/snippet_159_original_code.py,original_code,72.77217643379578,A,0.00/10
output_files/snippet_159_refactored_output.py,refactored_output,72.77217643379578,A,6.00/10
output_files/snippet_160_original_code.py,original_code,,"invalid syntax (<unknown>, line 10)",No rating found
output_files/snippet_160_refactored_output.py,refactored_output,61.29742162856205,A,6.00/10
output_files/snippet_161_original_code.py,original_code,65.05088975419707,A,0.00/10
output_files/snippet_161_refactored_output.py,refactored_output,65.05088975419707,A,7.50/10
output_files/snippet_162_original_code.py,original_code,63.67137582779777,A,0.00/10
output_files/snippet_162_refactored_output.py,refactored_output,59.50294030588783,A,7.14/10
output_files/snippet_163_original_code.py,original_code,55.171220078894216,A,5.71/10
output_files/snippet_163_refactored_output.py,refactored_output,55.171220078894216,A,9.05/10
output_files/snippet_164_original_code.py,original_code,65.54138007752728,A,5.45/10
output_files/snippet_164_refactored_output.py,refactored_output,64.94252470007243,A,6.36/10
output_files/snippet_165_original_code.py,original_code,54.23681751515449,A,8.33/10
output_files/snippet_165_refactored_output.py,refactored_output,55.35531437478774,A,9.17/10
output_files/snippet_166_original_code.py,original_code,62.840149242643,A,5.00/10
output_files/snippet_166_refactored_output.py,refactored_output,62.840149242643,A,7.00/10
output_files/snippet_167_original_code.py,original_code,69.28693108850561,A,0.00/10
output_files/snippet_167_refactored_output.py,refactored_output,68.52770399797019,A,7.14/10
output_files/snippet_168_original_code.py,original_code,67.88739391861246,A,6.25/10
output_files/snippet_168_refactored_output.py,refactored_output,65.84783514660505,A,8.00/10
output_files/snippet_169_original_code.py,original_code,59.5339182479468,A,5.71/10
output_files/snippet_169_refactored_output.py,refactored_output,59.62347080398065,A,5.38/10
output_files/snippet_170_original_code.py,original_code,73.15312798914745,A,0.00/10
output_files/snippet_170_refactored_output.py,refactored_output,72.73400286273859,A,6.67/10
output_files/snippet_171_original_code.py,original_code,72.93582841773419,A,0.00/10
output_files/snippet_171_refactored_output.py,refactored_output,72.93582841773419,A,6.67/10
output_files/snippet_172_original_code.py,original_code,69.45004179446032,A,5.00/10
output_files/snippet_172_refactored_output.py,refactored_output,69.45004179446032,A,5.71/10
output_files/snippet_173_original_code.py,original_code,56.42163549221035,A,6.92/10
output_files/snippet_173_refactored_output.py,refactored_output,56.42163549221035,A,8.46/10
output_files/snippet_174_original_code.py,original_code,67.69568725895051,A,4.29/10
output_files/snippet_174_refactored_output.py,refactored_output,67.69568725895051,A,5.71/10
output_files/snippet_175_original_code.py,original_code,62.32548064675915,A,6.67/10
output_files/snippet_175_refactored_output.py,refactored_output,62.32548064675915,A,8.33/10
output_files/snippet_176_original_code.py,original_code,65.54902901961461,A,1.00/10
output_files/snippet_176_refactored_output.py,refactored_output,64.0461455260088,A,7.27/10
output_files/snippet_177_original_code.py,original_code,60.91426449267404,A,6.36/10
output_files/snippet_177_refactored_output.py,refactored_output,60.91426449267404,A,8.18/10
output_files/snippet_178_original_code.py,original_code,74.47719364500986,A,2.50/10
output_files/snippet_178_refactored_output.py,refactored_output,71.289561929651,A,6.00/10
output_files/snippet_179_original_code.py,original_code,70.39880532475566,A,5.71/10
output_files/snippet_179_refactored_output.py,refactored_output,71.69163788892672,A,6.67/10
output_files/snippet_180_original_code.py,original_code,72.93582841773419,A,0.00/10
output_files/snippet_180_refactored_output.py,refactored_output,72.93582841773419,A,6.67/10
output_files/snippet_181_original_code.py,original_code,100.0,A,0.00/10
output_files/snippet_181_refactored_output.py,refactored_output,100.0,A,6.00/10
output_files/snippet_182_original_code.py,original_code,79.7423427057672,A,4.00/10
output_files/snippet_182_refactored_output.py,refactored_output,76.55471099040834,A,7.14/10
output_files/snippet_183_original_code.py,original_code,60.41687519945685,A,4.29/10
